doc_id,section_id,corpus_type,year,y1_ebi,y2_sa,y3_civil,y4_nv,y5_corpus_type,y6_period,y10_rep,y7_surprisal,y8_mafapo,y9_cidh,y11_conv_rest,text_length_chars,n_sa_instances,n_nv_instances,n_rep_instances,n_nv_questioned,processing_time_s,has_warning,y8_cs,y9_cs,y8_mafapo_cs,y9_cidh_cs
01807c73506b81282e53ddbc4cf7286176cd5308a4ce76243a3ff3af0e5fc8d7,CONSIDERACIONES,A-CSJ,2013.0,0.0,1.0,0.995,0.1905,1,0.6552,0.0,0.7044787784814261,0.3012205206975924,0.24529726960033305,,8000,74,3,0,0,1.86,False,0.21629321575164795,0.2497575879096985,0.21629321575164795,0.2497575879096985
01807c73506b81282e53ddbc4cf7286176cd5308a4ce76243a3ff3af0e5fc8d7,DECISIÓN,A-CSJ,2013.0,0.0,0.9187,0.9928,0.0,1,0.6552,0.0,0.6437872830180572,0.22530619885131253,0.24791819234435974,,1223,6,0,0,0,0.378,False,0.21609914302825928,0.23507213592529297,0.21609914302825928,0.23507213592529297
036f7d338673e78683eed13caa9ca8464b307abff7ca2bde122b327871cb7991,DECISIÓN,A-CSJ,,0.0,1.0,0.9974,0.2333,0,0.5,0.0,0.6464726532224632,0.24155555215604796,0.2332014888051842,,904,8,1,0,0,0.299,False,0.19976288080215454,0.24720680713653564,0.19976288080215454,0.24720680713653564
0453281fce29cacfd49d0150b73fa6e021280ddc3eff06e464e0981bf51c8264,HECHOS,A-CSJ,2015.0,0.0,1.0,0.9824,0.8333,1,0.7241,1.0,0.6703702783148865,0.18204361319426465,0.20586159391406567,,975,5,1,1,0,0.306,False,0.20515525341033936,0.265583872795105,0.20515525341033936,0.265583872795105
0453281fce29cacfd49d0150b73fa6e021280ddc3eff06e464e0981bf51c8264,CARGOS,A-CSJ,2015.0,0.0,1.0,0.9861,0.7857,1,0.7241,0.0952,0.7376664544009526,0.272178708327097,0.26129843389724083,,8000,40,12,1,0,1.774,False,0.14946693181991577,0.19588744640350342,0.14946693181991577,0.19588744640350342
0453281fce29cacfd49d0150b73fa6e021280ddc3eff06e464e0981bf51c8264,CONSIDERACIONES,A-CSJ,2015.0,0.0,1.0,0.9946,0.45,1,0.7241,0.325,0.7068567081217488,0.25277647866429953,0.22146453042132075,,8000,55,6,3,0,1.859,False,0.19658517837524414,0.24704718589782715,0.19658517837524414,0.24704718589782715
0453281fce29cacfd49d0150b73fa6e021280ddc3eff06e464e0981bf51c8264,DECISIÓN,A-CSJ,2015.0,0.0,1.0,0.9952,0.2778,1,0.7241,0.0,0.6770739834046626,0.22868828702575272,0.2572901862219781,,874,6,1,0,0,0.334,False,0.23378390073776245,0.2788824439048767,0.23378390073776245,0.2788824439048767
04d6e5308972acfd85429aaf0d6222a1715042427efb66c6f66dce61317a7561,CONSIDERACIONES,A-CE,2010.0,0.0,1.0,0.9801,0.0324,0,0.5517,0.0688,0.7131803038572619,0.28658789289995756,0.24999103268454914,,8000,59,1,1,0,2.128,False,0.31383585929870605,0.34511804580688477,0.31383585929870605,0.34511804580688477
04d6e5308972acfd85429aaf0d6222a1715042427efb66c6f66dce61317a7561,DECISIÓN,A-CE,2010.0,0.0,1.0,0.9823,0.1613,0,0.5517,0.4879,0.6764819443991581,0.22111362399283319,0.26061729294412705,,7338,34,3,7,0,2.186,False,0.17938232421875,0.22587668895721436,0.17938232421875,0.22587668895721436
04e1eb5aaa561608b95e411f6164d101e4c09ecfbf3514bf4802ee3044fa84f7,HECHOS,A-CE,2017.0,0.0,1.0,0.9912,0.4762,0,0.7931,0.1607,0.7060699544317853,0.24684614171295283,0.23634908445777159,,4159,29,4,1,0,1.283,False,0.14430367946624756,0.18980872631072998,0.14430367946624756,0.18980872631072998
04e1eb5aaa561608b95e411f6164d101e4c09ecfbf3514bf4802ee3044fa84f7,CONSIDERACIONES,A-CE,2017.0,0.0,1.0,0.9931,0.7333,0,0.7931,0.0,0.7138013204461708,0.25311228324064416,0.21118313665907562,,8000,105,11,0,0,2.001,False,0.19727420806884766,0.2412400245666504,0.19727420806884766,0.2412400245666504
04e1eb5aaa561608b95e411f6164d101e4c09ecfbf3514bf4802ee3044fa84f7,DECISIÓN,A-CE,2017.0,0.0,1.0,0.994,0.0,0,0.7931,0.0,0.6768973808553447,0.21540838510213234,0.24445116242354592,,1043,7,0,0,0,0.36,False,0.21732813119888306,0.26113831996917725,0.21732813119888306,0.26113831996917725
057f5cc436d1502f742a53154eb9aaf8aa1e2a9b31896c22b66756f059831b16,HECHOS,A-CSJ,2016.0,0.0,1.0,0.9813,0.925,1,0.7586,0.0,0.6998816818216416,0.1811239748035196,0.21135573555390008,,1312,4,4,0,0,0.442,False,0.19860267639160156,0.2745041847229004,0.19860267639160156,0.2745041847229004
057f5cc436d1502f742a53154eb9aaf8aa1e2a9b31896c22b66756f059831b16,CONSIDERACIONES,A-CSJ,2016.0,0.0,1.0,0.9879,0.3232,1,0.7586,0.0,0.7139791201269343,0.2798071854598383,0.2639393816052995,,8000,63,7,0,0,1.862,False,0.23755568265914917,0.3009083867073059,0.23755568265914917,0.3009083867073059
057f5cc436d1502f742a53154eb9aaf8aa1e2a9b31896c22b66756f059831b16,DECISIÓN,A-CSJ,2016.0,0.0,0.65,0.993,0.0,1,0.7586,0.0,0.6476960273643618,0.20391591533181586,0.23290338648672493,,402,2,0,0,0,0.217,False,0.19937509298324585,0.22760623693466187,0.19937509298324585,0.22760623693466187
05d2e3f2271c9000f85db3e5656c4158310f74e804f2a4f558dc6594c24289b8,HECHOS,A-CE,2020.0,0.0,1.0,0.9832,0.5641,0,0.8966,0.0,0.7463757840629591,0.2632172979417856,0.2713777566564215,,3083,14,5,0,0,0.738,False,0.4045480489730835,0.41963571310043335,0.4045480489730835,0.41963571310043335
05d2e3f2271c9000f85db3e5656c4158310f74e804f2a4f558dc6594c24289b8,CONSIDERACIONES,A-CE,2020.0,0.0,1.0,0.9804,0.5,0,0.8966,0.4643,0.7035397100542634,0.2506874320422079,0.17595418419088094,,8000,55,9,6,0,1.859,False,0.2310335636138916,0.2749361991882324,0.2310335636138916,0.2749361991882324
05d2e3f2271c9000f85db3e5656c4158310f74e804f2a4f558dc6594c24289b8,DECISIÓN,A-CE,2020.0,0.0,1.0,0.9857,0.0778,0,0.8966,0.6,0.7018763152707138,0.251092030820971,0.25029337579288546,,4007,16,1,4,0,0.903,False,0.20871669054031372,0.2605551481246948,0.20871669054031372,0.2605551481246948
05fe0c7e89a387dd400d18f92fdb89a766114a68b5f92a3d29d07e64f624290d,HECHOS,A-CSJ,2016.0,0.0,0.34,0.9744,0.3333,1,0.7586,0.0,0.6745203897303779,0.20264086715746898,0.23580635644759362,,1357,2,1,0,0,0.407,False,0.1582309603691101,0.20166754722595215,0.1582309603691101,0.20166754722595215
05fe0c7e89a387dd400d18f92fdb89a766114a68b5f92a3d29d07e64f624290d,CONSIDERACIONES,A-CSJ,2016.0,0.0,1.0,0.9953,0.3854,1,0.7586,0.0,0.7106573239535703,0.25109808890402274,0.23481945151924433,,6645,51,4,0,0,2.084,False,0.196719229221344,0.25951480865478516,0.196719229221344,0.25951480865478516
05fe0c7e89a387dd400d18f92fdb89a766114a68b5f92a3d29d07e64f624290d,DECISIÓN,A-CSJ,2016.0,0.0,0.52,0.9868,0.3333,1,0.7586,0.0,0.6662181747992547,0.23273811154406798,0.272084469658712,,773,2,1,0,0,0.57,False,0.27698028087615967,0.2975323796272278,0.27698028087615967,0.2975323796272278
0835aff2f7b290575f4c137c746195900f0297f0d0f9973533ccfe7931843bd1,CONSIDERACIONES,A-CE,2012.0,0.0,1.0,0.9952,0.1111,0,0.6207,0.0,0.6997957611146624,0.3118738837242808,0.25821142339599246,,8000,32,1,0,0,2.88,False,0.20604580640792847,0.22972595691680908,0.20604580640792847,0.22972595691680908
0835aff2f7b290575f4c137c746195900f0297f0d0f9973533ccfe7931843bd1,DECISIÓN,A-CE,2012.0,0.0,0.6262,0.9965,0.1296,0,0.6207,0.0,0.6860403985204913,0.23262385364475113,0.25542782873505754,,3027,4,1,0,0,1.548,False,0.18126946687698364,0.2115870714187622,0.18126946687698364,0.2115870714187622
08e5432af3304b3a3a170a98fdbf65a0ed258dee5857fee19d538aa2d87f4057,DECISIÓN,A-CE,2006.0,0.0,0.5417,0.9911,0.0,0,0.4138,0.0,0.706257873888984,0.25967778652282025,0.2602325772729359,,2225,5,0,0,0,1.105,False,0.230901300907135,0.28822755813598633,0.230901300907135,0.28822755813598633
0be911634d3b2d7209148e109c1d461a347493ccc1087408ebcb1ed0cbddc9ca,HECHOS,A-CSJ,2017.0,0.0,1.0,0.9805,0.3214,1,0.7931,0.1607,0.7116707053969545,0.26233503775052414,0.24875919339792818,,6792,52,6,2,0,2.686,False,0.12379693984985352,0.17688512802124023,0.12379693984985352,0.17688512802124023
0be911634d3b2d7209148e109c1d461a347493ccc1087408ebcb1ed0cbddc9ca,CONSIDERACIONES,A-CSJ,2017.0,0.0,1.0,0.9871,0.7018,1,0.7931,0.2368,0.7020285138831558,0.23121073922185298,0.2113234615873788,,8000,70,9,2,0,3.018,False,0.15298503637313843,0.20978033542633057,0.15298503637313843,0.20978033542633057
