audio,bloque_id,chars,subcaso,fecha,tipo,y2_sa,y4_nv,y10_rep,y8_mafapo_cs,y9_cidh_cs,corpus,y2_sa_z,y4_nv_z,y10_rep_z,y8_mafapo_cs_z,y9_cidh_cs_z,DIS,IEI
catatumbo,catatumbo_b0000,2000,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,0.15151515151515152,0.0,0.1200124773568475,0.2414069771766662,C,0.6344616351606505,0.41086866944046313,0.3775665438670359,0.17019698002664468,0.3932234434485407,0.5525956434502789,0.3654174902857424
catatumbo,catatumbo_b0001,2001,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.49714285714285716,0.11111111111111112,0.15,0.177423147746315,0.2869818806648254,C,0.20690984109279112,0.38187068812541963,0.5553094270236235,0.42811469751340064,0.7021108733306578,0.3394803571192867,0.47466810542245197
catatumbo,catatumbo_b0002,2001,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,0.880952380952381,0.26785714285714285,0.1607195539856248,0.2172495126724243,C,0.6344616351606505,0.8615760075421413,0.687715654283807,0.33934043017292653,0.24635054955971503,0.617298478660835,0.4458901315012412
catatumbo,catatumbo_b0003,2001,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,0.12962962962962965,0.0,0.1384132256744252,0.2334361672401428,C,0.6344616351606505,0.39507060684786266,0.3775665438670359,0.2369867257885792,0.34082983787733456,0.5470663215428688,0.3743656645400281
catatumbo,catatumbo_b0004,2000,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,0.37037037037037035,0.20833333333333331,0.1422531951184146,0.2095261216163635,C,0.6344616351606505,0.5735480165446833,0.6231497179781856,0.25300012385852777,0.20800744393485557,0.5358584627034111,0.34890859267798957
catatumbo,catatumbo_b0005,2004,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,1.0,0.0,0.1871810778848927,0.2538908720016479,C,0.6344616351606505,0.8989550246610704,0.3775665438670359,0.4826336352516528,0.47998330342977613,0.7234258677774914,0.6141438804158942
catatumbo,catatumbo_b0006,2000,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,1.0,0.0,0.1756628603108667,0.2718977928161621,C,0.6344616351606505,0.8989550246610704,0.3775665438670359,0.4184245674044116,0.6058814561312612,0.7234258677774914,0.6168503372096568
catatumbo,catatumbo_b0007,2006,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,0.15151515151515152,0.0,0.1472513058040385,0.2167139053344726,C,0.6344616351606505,0.41086866944046313,0.3775665438670359,0.2748882345501837,0.243544181575936,0.5525956434502789,0.3721235769944601
catatumbo,catatumbo_b0008,1999,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.215,0.03763440860215054,0.0,0.1604833864294036,0.2593517899513244,C,0.08264556164712113,0.3313475291723021,0.3775665438670359,0.3381474521236244,0.5186413728014506,0.3316276186266873,0.429403456323227
catatumbo,catatumbo_b0009,2003,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.10789473684210525,0.0,0.0,0.2153893692086405,0.3099769353866577,C,0.056755767285796725,0.3068205197831304,0.3775665438670359,0.6379874868001186,0.8188874103938699,0.3139817373140137,0.5882649236311909
catatumbo,catatumbo_b0010,2003,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.3526315789473684,0.2631578947368421,0.0,0.1135337944519536,0.2553086280822754,C,0.13144337408958176,0.4936578712098131,0.3775665438670359,0.1505447960076576,0.4900153057165885,0.4055154726946774,0.39859489877504395
catatumbo,catatumbo_b0011,2003,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.4555555555555555,0.5000000000000001,0.0,0.126587042491399,0.2671168446540832,C,0.18236900462477523,0.6649251728497978,0.3775665438670359,0.19217066457759677,0.5731186651564216,0.4832829989559898,0.4726014500724855
catatumbo,catatumbo_b0012,1999,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,0.5555555555555556,0.0,0.123397805973962,0.2486903071403503,C,0.6344616351606505,0.7009919324814305,0.3775665438670359,0.1812519498467237,0.4433830137677037,0.6541387855146176,0.4518494595468445
catatumbo,catatumbo_b0013,1999,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,0.18518518518518517,0.0,0.1460232531104565,0.2518355250358581,C,0.6344616351606505,0.43552545071913695,0.3775665438670359,0.2694026518731995,0.4654704792014859,0.5612255168978147,0.4207530779022941
catatumbo,catatumbo_b0014,2002,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,0.23809523809523808,0.26785714285714285,0.2291841410321717,0.3194016218185425,C,0.6344616351606505,0.4748773681311706,0.687715654283807,0.7063515519697107,0.8551814769372178,0.48195395486699527,0.5994355497528735
catatumbo,catatumbo_b0015,2004,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,0.7142857142857143,0.32142857142857145,0.2155827149203948,0.2840381264686584,C,0.6344616351606505,0.7905636580782781,0.7402621574428724,0.6389939079097191,0.6843795787233726,0.5766802054007633,0.6101122665440714
catatumbo,catatumbo_b0016,2010,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,0.18518518518518517,0.27777777777777773,0.2908016205157526,0.3558421730995178,C,0.6344616351606505,0.43552545071913695,0.6978783537607117,0.9061309663158359,0.9431176300827425,0.465131973929712,0.675075056154733
catatumbo,catatumbo_b0017,2004,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,0.11666666666666665,0.0,0.1668226888714913,0.2286657094955444,C,0.6344616351606505,0.385813361286002,0.3775665438670359,0.37084316959426855,0.3111502920777588,0.5438262855962176,0.4129651993216391
catatumbo,catatumbo_b0018,2002,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,0.0,0.0,0.1517285081132943,0.2099944353103637,C,0.6344616351606505,0.3068205197831304,0.3775665438670359,0.29546356291677583,0.21020160232247842,0.5161787910702125,0.34664438865774266
catatumbo,catatumbo_b0019,2007,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,0.14583333333333334,0.625,0.1390175580653808,0.2191048860549926,C,0.6344616351606505,0.406748129646923,0.9247422582501811,0.23945990795214908,0.2562391305584157,0.3870007402075963,0.2517973746566298
catatumbo,catatumbo_b0020,2002,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.9925,1.0,0.0,0.1667505466942593,0.2421981692314148,C,0.6278819905989337,0.8989550246610704,0.3775665438670359,0.3704636637604795,0.39858417879261077,0.7211229921808906,0.5586045654665505
catatumbo,catatumbo_b0021,2000,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,0.0,0.22499999999999998,0.277977772303587,0.3264119625091553,C,0.6344616351606505,0.3068205197831304,0.641795376392908,0.878477301181188,0.8780869625106094,0.4369101413124509,0.6314305025827386
catatumbo,catatumbo_b0022,1999,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.47941176470588237,0.19607843137254902,0.0,0.1608346992812446,0.2175762057304382,C,0.1961591676513951,0.4435776464534994,0.3775665438670359,0.3399228174271685,0.24807294267552332,0.4106379217766023,0.4039686774745813
catatumbo,catatumbo_b0023,1999,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.7207692307692308,0.9583333333333335,0.16071428571428573,0.1533019168885286,0.2287904024124145,C,0.37732942255536506,0.8870181642063882,0.5680061354065853,0.30290296062205974,0.311907957834115,0.572119814744638,0.47655094175482393
catatumbo,catatumbo_b0024,1999,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,0.0,0.13392857142857142,0.1542932381009962,0.2275627851486206,C,0.6344616351606505,0.3068205197831304,0.5361333286118397,0.3076440939256621,0.30449293383724735,0.46860875564677135,0.3380524838648459
catatumbo,catatumbo_b0025,1999,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.8054545454545454,0.0,0.22727272727272727,0.2107238077690368,0.2953341603279114,C,0.45468585490423663,0.3068205197831304,0.64430648561295,0.6133522831238206,0.7491328658828025,0.3732352854566934,0.5123437050930904
catatumbo,catatumbo_b0026,2000,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.556875,0.10416666666666667,0.390625,0.153392618503066,0.2548604607582092,C,0.24628068286634436,0.3769641931616388,0.7990574764422826,0.3033350345859996,0.4868428329848775,0.2784184636771093,0.33796538170402857
catatumbo,catatumbo_b0027,2002,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,0.15151515151515152,0.22727272727272727,0.1183212834791962,0.2129694819450378,C,0.6344616351606505,0.41086866944046313,0.64430648561295,0.16487821206488423,0.2245358184326522,0.47257366092650466,0.2764704081467657
catatumbo,catatumbo_b0028,1999,Norte de Santander,2022-04-26,audiencia_reconocimiento,1.0,0.0,0.0,0.1313637240135442,0.2413161993026733,C,0.6344616351606505,0.3068205197831304,0.3775665438670359,0.20944953920705034,0.39260999153098514,0.5161787910702125,0.3530211582010401
catatumbo,catatumbo_b0029,2005,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.7666666666666666,0.37037037037037035,0.0,0.1523296184824571,0.274803102016449,C,0.41874420897899095,0.5735480165446833,0.3775665438670359,0.29829320897460404,0.6253551024172995,0.5340323157731752,0.497347338987335
catatumbo,catatumbo_b0030,2008,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.5611111111111111,0.2631578947368421,0.11842105263157894,0.1028182793467009,0.2062599658966064,C,0.2492560386924439,0.4936578712098131,0.5175275808438501,0.12217603236555054,0.1931751318767714,0.4047615942126349,0.30130558933698026
catatumbo,catatumbo_b0031,2004,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.35,0.10416666666666667,0.0,0.1919814037052055,0.2860659956932068,C,0.13031528502393322,0.3769641931616388,0.3775665438670359,0.5096888164943268,0.6966556550338577,0.36427785420483944,0.5364499562967885
catatumbo,catatumbo_b0032,2001,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.65,0.33333333333333337,0.0,0.1452059538191501,0.254376471042633,C,0.3169987649473408,0.5461693773679992,0.3775665438670359,0.2657903979159439,0.48341797966527,0.4888388866502582,0.450739270772227
catatumbo,catatumbo_b0033,2000,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.065,0.16666666666666669,0.0,0.1749008751954998,0.3010905981063843,C,0.04869675978333733,0.4219166068549179,0.3775665438670359,0.4142489370815323,0.7785221318894873,0.3514447151632786,0.5306573972967561
catatumbo,catatumbo_b0034,2005,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.043333333333333335,0.10416666666666667,0.0,0.1842088142541558,0.2896750569343567,C,0.04505055775581193,0.3769641931616388,0.3775665438670359,0.46592246566764806,0.7178189667216116,0.334435199660997,0.5253643958450016
catatumbo,catatumbo_b0035,2006,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.02023809523809524,0.07407407407407408,0.0,0.1497315078673482,0.2706688642501831,C,0.04145097214188317,0.35600356898402835,0.3775665438670359,0.28617599417953143,0.5975378676611359,0.3258391262339583,0.4331567549676631
catatumbo,catatumbo_b0036,2002,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.16956521739130437,0.0,0.0,0.1152439461406459,0.2440876364707946,C,0.07055745920313924,0.3068205197831304,0.3775665438670359,0.15554342034971455,0.4114828778997667,0.3188123294850836,0.33792859387472884
catatumbo,catatumbo_b0037,2003,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.5373333333333333,0.20833333333333334,0.140625,0.1718756057283695,0.2898103594779968,C,0.23286702426260478,0.4526717240459149,0.5441396704308697,0.39779729894105115,0.7185947448473144,0.3766966607787209,0.4872880005241355
catatumbo,catatumbo_b0038,2000,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.12380952380952381,0.0,0.0,0.1607241852077726,0.2829053401947021,C,0.06005323866322741,0.3068205197831304,0.3775665438670359,0.3393638448185921,0.6774068647755849,0.31513585229611446,0.45545053981399963
catatumbo,catatumbo_b0039,2003,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.26,0.25,0.11249999999999999,0.1681638774479454,0.2729073762893677,C,0.09644653080906375,0.48379250958063347,0.5104079001876076,0.3779271446188681,0.6126901815868043,0.3499612940801117,0.47367908429160155
catatumbo,catatumbo_b0040,2000,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.4875,0.32407407407407407,0.10416666666666666,0.168117002274616,0.2830641269683838,C,0.2010100152738408,0.5392741517057126,0.5003811164880305,0.3776786554303078,0.6783891184453756,0.40898512349643446,0.502607667718505
catatumbo,catatumbo_b0041,1999,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.5571428571428572,0.33333333333333337,0.4666666666666666,0.1285682598039664,0.2137656211853027,C,0.24646811006943356,0.5461693773679992,0.851504034512219,0.19920222096734733,0.2284874496076857,0.3219719102494357,0.2816598046996647
catatumbo,catatumbo_b0042,2006,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.4467741935483872,0.053763440860215055,0.0,0.1952152877570593,0.2802749872207641,C,0.1774862153346289,0.34215659394167314,0.3775665438670359,0.5278931026684076,0.6609120788832316,0.3686050200865949,0.5269708414226001
catatumbo,catatumbo_b0043,2002,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.32103448275862073,0.0,0.28787878787878785,0.1709963578089236,0.2781815528869629,C,0.11843515681838823,0.3068205197831304,0.7080303434315076,0.3930571299170521,0.6474966927287303,0.23643038378107922,0.40216839527619536
catatumbo,catatumbo_b0044,2003,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.057692307692307696,0.07629107981220658,0.06971830985915493,0.1679438971230975,0.2873629331588745,C,0.047436715200880906,0.35753022383845773,0.4590182978392804,0.37676156829420926,0.7043637956727358,0.3040329393119844,0.47031820442927874
catatumbo,catatumbo_b0045,2001,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.28295454545454546,0.12820512820512822,0.04326923076923077,0.1434297282797624,0.2234361171722412,C,0.10425271818604012,0.39404950633350316,0.42760973754413123,0.2580472789977485,0.2803142823718374,0.34612285731860076,0.359369833198129
catatumbo,catatumbo_b0046,2001,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.18571428571428572,0.15873015873015872,0.10714285714285714,0.1342381809128409,0.2530614733695984,C,0.07465435569589815,0.4161191057190981,0.5039625647617043,0.22038504392103675,0.47412145811840295,0.3205819420667374,0.3751963204734771
catatumbo,catatumbo_b0047,2000,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.4436363636363636,0.26304347826086955,0.4108695652173913,0.124839890735153,0.2262069582939148,C,0.17576649745134304,0.49357205301909945,0.81424954546517,0.1861281532004005,0.2964199774683434,0.28999362902510384,0.2849719532755497
catatumbo,catatumbo_b0048,2001,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.13333333333333333,0.11862745098039215,0.044117647058823525,0.1653089503219582,0.2825343608856201,C,0.06211146699973784,0.38720850735868934,0.42860961006489684,0.3629141617972433,0.6751058854234481,0.32867910800598044,0.4731213385404177
catatumbo,catatumbo_b0049,1999,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.18571428571428572,0.0,0.4962500000000001,0.1258053252229342,0.2120786905288696,C,0.07465435569589815,0.3068205197831304,0.868624139037584,0.18944880198815459,0.2201722311994963,0.1729289647063848,0.21332182907401917
catatumbo,catatumbo_b0050,1999,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.0,0.0,0.0,0.2848691616812296,0.3501481413841247,C,0.03852436457200035,0.3068205197831304,0.3775665438670359,0.8941166952882332,0.9338191536517961,0.307600746364185,0.7008964952536163
catatumbo,catatumbo_b0051,1999,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.0,0.0,0.0,0.2848691616812296,0.3501481413841247,C,0.03852436457200035,0.3068205197831304,0.3775665438670359,0.8941166952882332,0.9338191536517961,0.307600746364185,0.7008964952536163
catatumbo,catatumbo_b0052,1999,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.0,0.0,0.0,0.2848691616812296,0.3501481413841247,C,0.03852436457200035,0.3068205197831304,0.3775665438670359,0.8941166952882332,0.9338191536517961,0.307600746364185,0.7008964952536163
catatumbo,catatumbo_b0053,1999,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.0,0.0,0.0,0.2848691616812296,0.3501481413841247,C,0.03852436457200035,0.3068205197831304,0.3775665438670359,0.8941166952882332,0.9338191536517961,0.307600746364185,0.7008964952536163
catatumbo,catatumbo_b0054,1999,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.0,0.0,0.0,0.2848691616812296,0.3501481413841247,C,0.03852436457200035,0.3068205197831304,0.3775665438670359,0.8941166952882332,0.9338191536517961,0.307600746364185,0.7008964952536163
catatumbo,catatumbo_b0055,1999,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.0,0.0,0.0,0.2848691616812296,0.3501481413841247,C,0.03852436457200035,0.3068205197831304,0.3775665438670359,0.8941166952882332,0.9338191536517961,0.307600746364185,0.7008964952536163
catatumbo,catatumbo_b0056,1999,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.0,0.0,0.0,0.2848691616812296,0.3501481413841247,C,0.03852436457200035,0.3068205197831304,0.3775665438670359,0.8941166952882332,0.9338191536517961,0.307600746364185,0.7008964952536163
catatumbo,catatumbo_b0057,1147,Norte de Santander,2022-04-26,audiencia_reconocimiento,0.0,0.0,0.0,0.2848691616812296,0.3501481413841247,C,0.03852436457200035,0.3068205197831304,0.3775665438670359,0.8941166952882332,0.9338191536517961,0.307600746364185,0.7008964952536163
costa_caribe,costa_caribe_b0000,1999,Costa Caribe,2022-07-18,audiencia_reconocimiento,0.0,0.0,0.0,0.2848691616812296,0.2064806222915649,C,0.03852436457200035,0.3068205197831304,0.3775665438670359,0.8941166952882332,0.1941513147842021,0.307600746364185,0.5529629274800975
costa_caribe,costa_caribe_b0001,2001,Costa Caribe,2022-07-18,audiencia_reconocimiento,0.0,0.0,0.0,0.2733232208400507,0.2250427007675171,C,0.03852436457200035,0.3068205197831304,0.3775665438670359,0.866819206338731,0.28958753080137906,0.307600746364185,0.562496049551207
costa_caribe,costa_caribe_b0002,2006,Costa Caribe,2022-07-18,audiencia_reconocimiento,0.12380952380952381,0.30303030303030304,0.0,0.1197686957633902,0.2720725536346435,C,0.06005323866322741,0.5235513074342493,0.3775665438670359,0.16942196286738107,0.6070630872347234,0.39099162797400605,0.4360848225356832
costa_caribe,costa_caribe_b0003,2006,Costa Caribe,2022-07-18,audiencia_reconocimiento,0.42000000000000004,0.32142857142857145,0.0,0.1984968676110072,0.274431824684143,C,0.16323217189703507,0.5373012060142733,0.3775665438670359,0.5462901186449879,0.622887553535789,0.43191671910884716,0.5745910449630647
